,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,PlayScore,GameScore,CriticScore,GlobalSellers,TopSellers,TopRated,Critc_Count
203,500,2,2008,6,70,0.43,0.65,0.02,0.25,1.35,45,63,8.0,318,129,3,8.06,8.12,8.0,2,1,0,59
204,65,1,2013,8,27,0.39,0.87,0.0,0.1,1.35,44,52,6.0,3517,104,2,8.19,7.92,8.47,2,1,0,48
205,851,2,2008,8,88,0.66,0.44,0.04,0.21,1.34,44,32,7.9,93,392,2,8.32,8.63,8.0,2,1,0,28
206,462,2,2011,2,15,0.81,0.28,0.11,0.14,1.34,47,56,7.3,147,62,3,8.05,7.86,8.25,2,1,1,52
207,254,2,2010,6,17,0.25,0.75,0.08,0.26,1.34,47,46,7.8,83,71,0,8.42,8.52,8.32,2,1,1,42
208,67,2,2008,8,27,0.76,0.35,0.05,0.18,1.34,47,50,8.1,203,104,3,8.19,8.1,8.29,2,1,1,46
209,614,2,2011,8,12,0.47,0.58,0.06,0.2,1.31,44,37,6.2,353,428,2,7.97,7.81,8.13,2,1,0,33
210,397,2,2008,0,95,0.72,0.39,0.0,0.19,1.29,38,24,7.7,33,378,1,7.88,8.34,7.42,2,1,0,20
211,141,2,2011,0,27,0.46,0.56,0.06,0.21,1.29,48,54,7.2,406,81,2,8.36,8.56,8.16,2,1,1,50
212,278,1,2015,7,12,0.51,0.67,0.0,0.1,1.29,47,38,5.4,7512,38,2,8.19,7.7,8.68,2,1,1,34
213,149,2,2014,7,55,0.4,0.33,0.4,0.15,1.27,54,69,8.1,1107,143,3,8.99,9.21,8.77,2,1,1,65
214,383,0,2012,0,56,0.48,0.35,0.36,0.07,1.27,46,75,8.7,487,265,1,8.98,9.72,8.24,2,1,0,71
215,590,0,2012,7,56,0.44,0.29,0.47,0.07,1.27,22,46,6.3,134,253,0,7.48,8.64,6.32,2,1,0,42
216,481,3,2014,0,42,0.45,0.47,0.17,0.18,1.27,38,70,6.2,1311,199,2,8.04,8.7,7.39,2,1,0,66
217,894,2,2008,7,68,0.71,0.19,0.24,0.13,1.27,49,60,8.6,433,322,3,8.55,8.71,8.39,2,1,1,56
218,300,1,2010,10,68,0.0,1.01,0.0,0.25,1.26,48,23,8.4,77,343,0,8.26,8.3,8.23,2,1,1,19
219,858,2,2008,0,26,0.45,0.55,0.05,0.22,1.26,38,42,7.2,166,258,3,7.94,8.42,7.47,2,1,0,38
220,668,2,2013,0,22,0.56,0.41,0.09,0.19,1.25,39,26,6.3,278,411,2,8.4,8.88,7.92,2,1,0,22
221,661,2,2008,8,70,0.94,0.16,0.02,0.13,1.25,26,64,6.9,223,329,2,6.73,7.03,6.44,2,1,0,60
222,850,2,2007,8,88,0.47,0.53,0.03,0.22,1.25,49,32,7.6,81,392,2,8.13,7.97,8.29,2,1,1,28
223,270,2,2012,10,27,0.12,0.89,0.0,0.23,1.23,39,36,6.4,66,110,0,8.35,8.83,7.86,2,1,0,32
224,1,2,2010,10,27,0.3,0.64,0.07,0.22,1.23,45,56,7.8,57,101,0,8.06,7.97,8.16,2,1,0,52
225,767,2,2011,7,55,0.29,0.18,0.67,0.09,1.22,41,65,8.2,468,34,3,8.49,8.95,8.03,2,1,0,61
226,905,3,2015,10,81,0.41,0.6,0.0,0.2,1.21,36,47,7.4,237,422,3,7.84,8.34,7.33,2,1,0,43
227,541,2,2010,2,55,0.42,0.46,0.15,0.18,1.21,39,34,8.3,130,84,3,8.12,8.6,7.63,2,1,0,30
228,472,2,2007,8,27,0.25,0.69,0.03,0.25,1.21,38,16,7.6,39,120,3,7.58,7.56,7.6,2,1,0,12
229,71,2,2009,0,68,0.44,0.39,0.21,0.16,1.21,50,54,7.7,355,244,2,8.41,8.53,8.29,2,1,1,50
230,255,2,2011,6,17,0.12,0.74,0.11,0.24,1.2,45,36,7.1,55,70,0,8.15,8.15,8.15,2,1,0,32
231,367,2,2013,2,95,0.48,0.5,0.01,0.2,1.18,41,37,7.9,282,241,3,8.08,8.31,7.85,2,1,0,33
232,567,2,2012,0,55,0.01,0.23,0.86,0.08,1.18,27,33,6.5,55,264,3,8.14,9.34,6.93,2,1,0,29
233,629,2,2012,0,15,0.48,0.24,0.36,0.1,1.17,15,36,4.9,222,329,2,6.3,7.0,5.6,2,1,0,32
234,901,2,2011,2,80,0.53,0.45,0.02,0.17,1.17,35,28,6.9,80,422,3,7.73,8.16,7.29,2,1,0,24
235,323,1,2015,0,81,0.39,0.69,0.0,0.09,1.17,59,57,7.9,3756,303,2,8.67,8.0,9.35,2,1,1,53
236,279,1,2010,7,12,0.59,0.45,0.0,0.14,1.17,47,39,8.6,2754,261,2,8.79,9.44,8.13,2,1,1,35
237,32,2,2008,8,27,0.74,0.26,0.02,0.15,1.17,37,43,7.3,118,107,2,7.16,7.36,6.95,2,1,0,39
238,730,1,2008,11,27,0.03,1.06,0.0,0.08,1.17,47,75,5.3,1711,221,1,8.41,8.78,8.04,2,1,1,71
239,106,1,2007,8,3,0.0,1.12,0.0,0.03,1.15,55,40,8.5,2360,183,2,8.76,8.94,8.59,2,1,1,36
240,904,3,2014,10,81,0.39,0.57,0.0,0.19,1.15,25,44,5.1,164,422,3,7.24,8.04,6.43,2,1,0,40
241,559,2,2007,0,26,0.57,0.32,0.09,0.16,1.14,51,46,7.5,155,364,2,8.27,8.26,8.28,2,1,1,42
242,903,2,2013,10,81,0.49,0.46,0.0,0.19,1.14,37,22,7.5,121,422,3,8.27,9.0,7.53,2,1,0,18
243,0,2,2008,0,3,0.43,0.51,0.02,0.19,1.14,28,42,6.6,47,380,3,7.53,7.89,7.18,2,1,0,38
244,543,3,2016,2,55,0.41,0.45,0.11,0.17,1.14,42,60,8.2,201,84,3,8.62,9.41,7.82,2,1,0,56
245,919,3,2016,0,88,0.37,0.58,0.0,0.18,1.13,46,88,7.8,621,392,2,8.53,8.82,8.23,2,1,0,82
246,491,2,2008,4,27,0.31,0.58,0.02,0.22,1.13,42,66,7.8,362,104,3,8.35,8.8,7.91,2,1,0,62
247,16,3,2014,8,68,0.34,0.57,0.04,0.17,1.13,42,50,8.1,795,75,2,8.51,9.02,7.99,2,1,0,46
248,282,0,2012,7,56,0.33,0.37,0.37,0.06,1.13,36,51,8.6,209,209,1,8.63,9.54,7.71,2,1,0,47
249,811,0,2015,0,56,0.53,0.33,0.17,0.08,1.12,36,73,7.6,179,250,0,8.08,8.71,7.45,2,1,0,69
250,493,2,2010,6,70,0.5,0.4,0.06,0.16,1.12,45,85,8.4,201,401,0,8.31,8.79,7.83,2,1,0,80
251,650,2,2011,3,88,0.53,0.36,0.09,0.15,1.12,43,27,8.3,52,389,3,7.78,8.0,7.55,2,1,0,23
252,936,2,2009,0,68,0.21,0.2,0.62,0.08,1.12,42,77,8.1,165,310,2,8.1,8.27,7.93,2,1,0,73
253,781,2,2009,3,45,0.67,0.29,0.0,0.15,1.12,51,60,8.7,59,169,3,8.49,8.31,8.68,2,1,1,56
254,289,2,2011,2,27,0.45,0.49,0.0,0.18,1.11,47,52,7.3,95,101,2,8.58,8.92,8.24,2,1,1,48
255,119,2,2010,0,42,0.5,0.35,0.1,0.15,1.1,48,62,8.0,468,226,2,8.13,8.03,8.23,2,1,1,58
256,333,2,2009,3,3,0.53,0.39,0.0,0.17,1.09,49,54,5.7,87,243,3,7.99,7.65,8.33,2,1,1,50
257,604,3,2015,6,69,0.2,0.7,0.02,0.16,1.09,46,37,6.6,363,331,0,8.03,7.85,8.2,2,1,0,33
258,239,1,2009,11,68,0.01,0.97,0.0,0.1,1.08,53,62,6.9,2981,75,3,8.67,8.7,8.64,2,1,1,58
259,898,2,2007,2,68,0.29,0.51,0.08,0.2,1.08,48,47,7.4,67,323,3,7.87,7.51,8.24,2,1,1,43
260,146,2,2010,0,27,0.64,0.28,0.04,0.13,1.08,38,69,7.5,265,408,2,8.03,8.63,7.42,2,1,0,65
261,592,2,2008,0,88,0.47,0.4,0.03,0.17,1.07,48,59,7.3,245,392,3,8.1,7.94,8.26,2,1,1,55
262,547,2,2008,2,55,0.49,0.34,0.09,0.15,1.07,38,32,8.6,95,84,3,7.89,8.11,7.67,2,1,0,28
263,411,2,2013,7,76,0.31,0.2,0.45,0.11,1.07,29,62,5.9,552,344,3,7.4,8.19,6.6,2,1,0,58
264,703,2,2012,0,3,0.36,0.49,0.0,0.2,1.06,40,21,6.3,18,377,1,7.52,7.68,7.37,2,1,0,17
265,914,2,2007,9,70,0.49,0.39,0.0,0.17,1.06,47,50,8.4,183,181,3,8.26,8.46,8.07,2,1,1,46
266,175,2,2011,6,17,0.27,0.57,0.01,0.2,1.06,50,52,7.1,122,70,3,8.57,8.66,8.49,2,1,1,48
267,404,2,2012,0,95,0.37,0.49,0.0,0.19,1.05,45,16,8.3,85,358,1,8.41,8.84,7.98,2,1,0,12
268,227,3,2014,10,27,0.46,0.41,0.01,0.17,1.05,33,57,6.1,279,110,3,7.79,8.72,6.86,2,1,0,53
269,709,2,2012,0,76,0.31,0.49,0.05,0.19,1.04,46,40,7.7,645,401,2,8.8,9.27,8.33,2,1,0,36
270,256,2,2012,6,17,0.12,0.63,0.05,0.23,1.03,44,23,7.5,54,70,0,8.26,8.55,7.96,2,1,0,19
271,882,2,2012,0,80,0.55,0.32,0.03,0.13,1.03,49,30,7.4,92,422,3,8.48,8.68,8.28,2,1,1,26
272,856,1,1996,0,26,0.96,0.07,0.0,0.0,1.03,49,18,8.5,3552,80,2,8.83,9.45,8.2,2,1,1,14
273,720,2,2008,4,68,0.56,0.32,0.01,0.14,1.02,17,24,7.9,130,333,1,7.33,8.47,6.2,2,1,0,20
274,705,2,2013,4,3,0.43,0.42,0.0,0.17,1.02,46,31,5.3,33,405,1,8.25,8.59,7.91,2,1,0,27
275,718,0,2011,4,68,0.44,0.47,0.01,0.09,1.02,29,29,6.9,108,324,0,7.89,8.76,7.03,2,1,0,25
276,618,3,2014,4,88,0.22,0.64,0.0,0.16,1.01,53,16,8.5,525,391,1,8.86,9.14,8.58,2,1,1,12
277,619,2,2011,4,88,0.33,0.49,0.01,0.17,1.0,50,43,8.4,238,388,1,8.78,9.11,8.45,2,1,1,39
278,346,2,2008,8,88,0.49,0.33,0.02,0.15,0.99,18,65,6.5,294,140,2,6.12,6.48,5.77,2,1,0,61
279,336,2,2008,3,3,0.73,0.15,0.0,0.11,0.99,33,39,5.0,26,243,3,7.11,7.56,6.66,2,1,0,35
280,250,2,2009,9,70,0.35,0.52,0.04,0.08,0.99,33,35,8.2,20,316,0,7.25,7.67,6.83,2,1,0,31
281,766,2,2010,7,55,0.28,0.18,0.45,0.07,0.98,40,55,8.2,336,235,3,8.31,8.8,7.82,2,1,0,51
282,277,1,2008,7,12,0.02,0.88,0.0,0.08,0.98,54,48,7.9,3450,38,2,8.09,7.82,8.37,2,1,1,44
283,324,1,2005,0,81,0.0,0.93,0.0,0.04,0.97,56,47,8.9,1841,303,2,8.7,8.97,8.44,2,1,1,43
284,436,2,2007,10,27,0.89,0.0,0.0,0.08,0.97,44,31,5.3,33,113,0,7.76,7.46,8.07,2,1,0,27
285,189,2,2013,0,23,0.49,0.32,0.0,0.16,0.97,38,21,5.9,47,32,1,7.98,8.57,7.39,2,1,0,17
286,467,1,2012,7,27,0.4,0.44,0.0,0.12,0.97,52,23,5.5,5926,41,2,8.3,7.96,8.65,2,1,1,19
287,285,1,2012,8,88,0.22,0.62,0.0,0.12,0.96,51,43,8.2,3183,392,2,8.71,8.87,8.55,2,1,1,39
288,248,3,2015,8,81,0.36,0.41,0.05,0.15,0.96,39,46,4.3,894,387,2,7.97,8.43,7.51,2,1,0,42
289,163,2,2013,0,27,0.44,0.36,0.0,0.16,0.96,39,37,6.4,522,408,2,8.47,9.14,7.8,2,1,0,33
290,288,1,2012,9,29,0.0,0.81,0.0,0.15,0.96,28,12,7.5,111,158,0,7.89,8.84,6.94,2,1,0,8
291,829,1,2011,0,55,0.25,0.56,0.0,0.14,0.96,51,76,8.5,4378,58,2,8.68,8.86,8.5,2,1,1,72
292,712,2,2012,8,2,0.38,0.38,0.06,0.14,0.96,33,21,6.9,92,294,2,7.6,8.28,6.93,2,1,0,17
293,460,0,2012,10,56,0.26,0.29,0.34,0.05,0.95,32,58,6.9,110,60,0,7.85,8.75,6.95,2,1,0,54
294,587,2,2012,0,70,0.5,0.27,0.04,0.15,0.95,37,69,7.3,540,351,3,8.31,9.0,7.62,2,1,0,65
295,599,2,2013,0,42,0.03,0.41,0.51,0.0,0.95,41,39,4.1,303,201,0,7.73,7.87,7.59,2,1,0,35
296,848,2,2012,8,88,0.41,0.32,0.09,0.12,0.95,42,18,6.9,156,394,2,8.43,9.01,7.84,2,1,0,14
297,211,2,2011,6,88,0.24,0.52,0.01,0.18,0.95,42,53,7.7,114,396,3,7.92,8.02,7.82,2,1,0,49
298,421,2,2010,8,15,0.29,0.33,0.2,0.13,0.95,31,56,6.9,62,62,3,7.41,7.78,7.04,2,1,0,52
299,731,0,2011,8,56,0.48,0.27,0.13,0.06,0.94,44,65,8.2,231,250,1,8.32,8.77,7.86,2,0,0,61
300,706,2,2011,0,3,0.39,0.39,0.0,0.16,0.94,40,18,4.8,42,377,1,7.59,7.64,7.54,2,0,0,14
301,97,2,2009,0,27,0.54,0.27,0.0,0.13,0.94,46,61,7.6,162,97,2,7.87,7.8,7.93,2,0,0,57
302,542,2,2013,2,55,0.32,0.32,0.15,0.15,0.93,40,32,7.9,187,84,3,8.46,9.28,7.65,2,0,0,28
303,228,3,2016,10,27,0.29,0.49,0.0,0.15,0.93,42,38,6.2,157,110,3,7.99,8.15,7.82,2,0,0,34
304,921,2,2008,7,70,0.33,0.16,0.36,0.08,0.93,27,77,7.5,213,208,3,7.11,7.49,6.72,2,0,0,73
305,390,0,2016,0,56,0.28,0.14,0.47,0.04,0.93,44,71,8.7,87,165,0,8.86,9.64,8.09,2,0,0,67
306,95,2,2008,8,88,0.44,0.34,0.0,0.15,0.93,39,48,8.0,70,156,2,7.87,8.19,7.55,2,0,0,44
307,802,2,2014,0,95,0.33,0.43,0.02,0.15,0.93,43,5,6.8,12,358,1,8.07,8.85,7.29,2,0,0,1
308,40,1,2012,0,88,0.28,0.53,0.0,0.12,0.93,43,21,6.2,1489,389,2,7.74,7.41,8.07,2,0,0,17
309,89,1,2012,8,81,0.42,0.41,0.0,0.1,0.93,52,38,8.2,2482,156,2,9.05,9.48,8.62,2,0,1,34
310,190,0,2013,1,56,0.17,0.2,0.53,0.03,0.92,34,27,7.5,21,427,0,7.84,8.77,6.91,2,0,0,23
311,434,3,2015,10,70,0.68,0.08,0.0,0.17,0.92,43,44,7.8,190,315,0,8.43,8.97,7.9,2,0,0,40
312,724,2,2014,7,88,0.43,0.34,0.0,0.16,0.92,48,31,8.5,575,261,2,8.78,9.19,8.38,2,0,1,27
313,431,2,2012,10,70,0.86,0.0,0.0,0.06,0.92,50,23,7.5,75,315,0,8.53,8.68,8.39,2,0,1,19
314,220,2,2011,0,83,0.25,0.13,0.46,0.06,0.91,20,25,7.4,57,262,3,7.29,8.16,6.42,2,0,0,21
315,662,2,2012,10,27,0.35,0.41,0.02,0.14,0.91,44,38,6.8,110,101,0,8.38,8.68,8.09,2,0,0,34
316,571,2,2009,8,17,0.23,0.46,0.05,0.17,0.91,39,42,6.5,53,70,2,7.35,7.21,7.49,2,0,0,38
317,753,3,2016,2,15,0.4,0.28,0.08,0.14,0.9,40,80,3.4,1221,62,3,7.99,8.17,7.81,2,0,0,76
318,356,2,2011,8,80,0.32,0.39,0.04,0.15,0.9,33,60,5.7,174,196,2,7.1,7.43,6.76,2,0,0,56
319,398,3,2015,0,95,0.32,0.42,0.02,0.14,0.9,33,46,7.0,80,358,1,8.08,8.85,7.31,2,0,0,42
320,791,1,2014,7,12,0.32,0.51,0.0,0.07,0.9,34,64,5.7,2421,424,2,7.5,8.07,6.92,2,0,0,60
321,445,3,2013,10,27,0.63,0.13,0.0,0.15,0.9,37,13,5.2,118,110,0,7.9,8.47,7.32,2,0,0,9
322,144,2,2009,3,3,0.42,0.34,0.0,0.14,0.9,49,53,7.8,49,141,3,8.05,7.76,8.34,2,0,1,49
323,660,2,2011,8,70,0.66,0.11,0.04,0.08,0.89,30,64,6.3,121,426,2,7.26,7.91,6.61,2,0,0,60
324,608,2,2008,6,23,0.42,0.33,0.0,0.14,0.89,46,43,7.8,30,46,0,8.24,8.58,7.9,2,0,0,39
325,836,2,2011,10,27,0.52,0.25,0.0,0.11,0.89,43,41,7.3,17,120,0,7.96,8.05,7.87,2,0,0,37
326,527,2,2012,0,27,0.82,0.0,0.0,0.07,0.89,42,9,4.1,34,113,0,8.1,8.69,7.5,2,0,0,5
327,818,2,2007,0,27,0.38,0.36,0.0,0.15,0.88,34,30,7.5,49,109,3,7.52,7.83,7.2,2,0,0,26
328,112,1,2009,8,3,0.01,0.79,0.0,0.09,0.88,49,40,4.2,6430,183,2,8.59,8.74,8.44,2,0,1,36
329,825,2,2011,0,76,0.27,0.46,0.0,0.15,0.88,41,37,8.1,60,79,3,8.2,8.84,7.56,2,0,0,33
330,115,2,2009,8,88,0.35,0.37,0.01,0.15,0.88,41,47,7.8,91,365,2,8.09,8.35,7.82,2,0,0,43
331,630,0,2012,0,15,0.3,0.22,0.3,0.05,0.88,45,78,8.5,397,62,2,8.83,9.69,7.97,2,0,0,74
332,322,1,2008,0,81,0.01,0.79,0.0,0.07,0.88,53,40,6.6,2299,306,2,7.93,6.86,8.99,2,0,1,36
333,415,2,2012,0,70,0.42,0.3,0.01,0.15,0.87,36,69,6.9,159,223,0,8.08,8.91,7.26,2,0,0,65
334,142,2,2013,8,27,0.26,0.42,0.03,0.16,0.87,40,23,6.3,288,81,2,8.35,9.12,7.57,2,0,0,19
335,478,2,2008,8,27,0.29,0.39,0.02,0.16,0.87,35,43,7.1,73,269,3,7.19,7.55,6.83,2,0,0,39
336,335,3,2015,3,3,0.34,0.38,0.0,0.14,0.86,43,69,6.2,160,141,3,7.83,7.7,7.96,2,0,0,65
337,389,2,2012,7,27,0.37,0.29,0.09,0.11,0.85,44,34,7.6,376,40,2,8.48,9.07,7.88,2,0,0,30
338,201,2,2008,2,10,0.22,0.33,0.18,0.12,0.85,34,32,7.2,51,96,3,6.91,6.77,7.05,2,0,0,28
339,775,2,2012,2,55,0.28,0.31,0.13,0.13,0.85,45,50,8.2,193,235,3,8.47,8.7,8.25,2,0,0,46
340,560,2,2009,0,89,0.52,0.16,0.08,0.1,0.85,46,52,7.7,115,364,2,8.41,8.58,8.24,2,0,0,48
341,525,2,2010,10,27,0.79,0.0,0.0,0.06,0.85,48,22,7.4,25,113,0,8.25,8.31,8.19,2,0,1,18
342,33,2,2010,8,27,0.44,0.27,0.01,0.12,0.85,37,56,7.0,88,107,2,7.52,7.81,7.24,2,0,0,52
343,153,2,2012,0,80,0.35,0.35,0.01,0.14,0.84,47,39,7.1,422,407,2,8.38,8.49,8.27,2,0,1,35
344,312,2,2009,0,70,0.34,0.36,0.0,0.14,0.84,41,74,7.9,96,369,3,7.87,8.16,7.57,2,0,0,70
345,506,2,2009,10,81,0.75,0.01,0.01,0.07,0.84,46,30,7.8,39,409,0,8.04,8.2,7.89,2,0,0,26
346,701,2,2009,10,27,0.46,0.25,0.01,0.12,0.84,47,50,7.8,53,100,3,8.1,8.29,7.91,2,0,1,46
347,528,2,2013,10,27,0.75,0.0,0.0,0.09,0.84,40,9,6.2,40,113,0,8.2,8.98,7.43,2,0,0,5
348,839,2,2007,8,55,0.32,0.32,0.05,0.14,0.83,23,52,7.4,21,244,3,6.82,7.32,6.32,2,0,0,48
349,526,2,2011,10,27,0.78,0.0,0.0,0.05,0.83,45,17,5.8,41,110,0,8.16,8.41,7.92,2,0,0,13
350,754,2,2012,2,15,0.42,0.21,0.1,0.09,0.83,47,51,5.3,191,62,3,8.03,7.97,8.08,2,0,1,47
351,769,0,2011,7,55,0.43,0.19,0.14,0.06,0.83,38,33,7.6,197,34,3,8.01,8.76,7.26,2,0,0,29
352,197,2,2011,0,27,0.4,0.26,0.05,0.11,0.83,45,52,4.3,1197,41,2,8.02,8.4,7.63,2,0,0,48
353,524,2,2009,10,27,0.75,0.0,0.0,0.06,0.81,43,20,6.9,14,113,0,8.13,8.2,8.07,2,0,0,16
354,340,2,2010,3,3,0.33,0.34,0.0,0.13,0.81,37,46,7.1,30,243,3,7.78,8.21,7.35,2,0,0,42
355,194,2,2013,0,15,0.24,0.26,0.19,0.1,0.79,48,40,5.3,1471,249,2,8.45,8.81,8.1,2,0,1,36
356,601,3,2015,10,42,0.13,0.42,0.13,0.1,0.79,50,54,7.1,680,201,0,8.18,7.99,8.37,2,0,1,50
357,713,2,2011,8,16,0.27,0.34,0.04,0.13,0.79,16,17,6.0,34,67,2,6.85,7.73,5.97,2,0,0,13
358,904,2,2014,10,81,0.36,0.29,0.0,0.13,0.78,18,5,3.1,57,422,3,7.29,8.52,6.07,2,0,0,1
359,835,2,2009,10,27,0.42,0.25,0.0,0.11,0.78,44,38,7.7,9,113,0,7.99,8.14,7.84,2,0,0,34
360,689,2,2008,11,81,0.49,0.19,0.01,0.09,0.78,48,39,7.7,87,136,1,8.08,8.15,8.01,2,0,1,35
361,204,2,2009,2,55,0.37,0.19,0.11,0.1,0.77,20,26,7.2,58,339,3,7.08,7.69,6.46,2,0,0,22
362,821,0,2011,9,27,0.3,0.37,0.03,0.07,0.76,15,29,3.3,31,106,3,6.7,7.76,5.64,2,0,0,25
363,591,1,2011,8,92,0.33,0.32,0.0,0.1,0.76,58,52,8.8,5999,402,1,9.5,9.77,9.23,2,0,1,48
364,213,2,2011,8,81,0.33,0.31,0.0,0.12,0.76,14,48,4.9,278,157,2,6.27,7.07,5.48,2,0,0,44
365,603,0,2013,5,56,0.0,0.48,0.25,0.03,0.75,44,58,7.9,86,208,1,8.74,9.49,7.98,2,0,0,54
366,844,3,2016,8,27,0.34,0.25,0.05,0.12,0.75,52,56,8.4,704,299,2,8.89,9.12,8.66,2,0,1,52
367,311,2,2006,0,70,0.18,0.37,0.06,0.14,0.75,18,46,5.8,30,151,3,6.28,6.45,6.11,2,0,0,42
368,145,2,2010,3,3,0.47,0.19,0.0,0.1,0.75,49,46,7.8,22,141,3,8.12,8.0,8.25,2,0,1,42
369,396,0,2012,0,95,0.41,0.28,0.0,0.06,0.75,35,6,5.2,25,358,1,7.96,8.78,7.13,2,0,0,2
370,723,2,2012,2,55,0.35,0.23,0.07,0.09,0.75,44,53,6.7,150,280,3,7.88,7.84,7.91,2,0,0,49
371,600,3,2014,10,42,0.09,0.45,0.11,0.1,0.75,45,56,7.2,386,201,0,8.03,8.08,7.99,2,0,0,52
372,812,2,2009,0,27,0.38,0.25,0.0,0.11,0.74,17,45,7.1,57,269,3,6.97,7.38,6.55,2,0,0,41
373,50,2,2009,3,3,0.41,0.23,0.0,0.11,0.74,39,45,5.7,9,243,1,7.23,7.15,7.32,2,0,0,41
374,795,2,2009,0,27,0.41,0.21,0.01,0.1,0.74,30,53,7.2,50,109,2,7.34,7.68,7.0,2,0,0,49
375,44,1,2011,0,88,0.14,0.48,0.0,0.12,0.74,43,20,7.4,771,392,2,8.22,8.32,8.11,2,0,0,16
376,630,2,2013,0,15,0.14,0.29,0.22,0.09,0.74,37,30,7.2,204,62,2,8.21,8.89,7.52,2,0,0,26
377,623,2,2009,8,80,0.33,0.27,0.02,0.12,0.74,48,56,8.1,136,411,2,8.42,8.7,8.14,2,0,1,52
378,7,2,2011,0,55,0.3,0.15,0.22,0.07,0.74,40,28,6.7,82,279,3,7.67,8.04,7.3,2,0,0,24
379,141,1,2011,0,27,0.16,0.45,0.0,0.13,0.74,49,42,6.8,1594,81,2,8.2,8.19,8.21,2,0,1,38
380,432,2,2013,10,70,0.67,0.0,0.0,0.07,0.74,50,36,7.8,114,315,0,8.79,9.17,8.41,2,0,1,32
381,464,2,2009,7,3,0.49,0.15,0.0,0.09,0.73,37,48,7.3,51,405,3,7.69,7.84,7.54,2,0,0,44
382,198,1,2014,7,27,0.33,0.34,0.0,0.06,0.73,48,45,5.9,3926,41,2,7.92,7.42,8.42,2,0,1,41
383,636,2,2010,7,68,0.2,0.21,0.24,0.08,0.73,35,42,8.0,136,382,3,7.78,8.06,7.5,2,0,0,38
384,94,2,2011,8,12,0.29,0.32,0.01,0.12,0.73,35,39,5.8,168,342,3,7.13,7.07,7.18,2,0,0,35
385,544,2,2012,2,55,0.27,0.24,0.14,0.08,0.73,37,23,7.1,83,85,3,7.8,7.99,7.61,2,0,0,19
386,864,1,2013,11,68,0.12,0.53,0.0,0.07,0.72,39,71,4.2,3742,75,3,8.0,8.15,7.85,2,0,0,67
387,732,2,2010,7,76,0.28,0.15,0.22,0.07,0.72,37,45,6.7,155,345,3,8.17,8.68,7.66,2,0,0,41
388,581,0,2014,7,57,0.34,0.07,0.27,0.04,0.72,46,56,8.1,169,30,2,8.81,9.35,8.26,2,0,0,52
389,433,3,2014,10,71,0.58,0.0,0.0,0.14,0.72,46,17,7.7,205,315,0,8.46,8.77,8.15,2,0,0,13
390,428,2,2009,10,70,0.66,0.0,0.0,0.06,0.72,53,27,8.1,61,315,0,8.34,8.24,8.45,2,0,1,23
391,830,1,2015,7,55,0.21,0.46,0.0,0.05,0.72,56,32,9.3,10665,58,2,9.4,9.79,9.01,2,0,1,28
392,429,2,2010,10,70,0.66,0.0,0.0,0.06,0.72,54,33,8.3,107,314,0,8.33,8.23,8.43,2,0,1,29
393,86,2,2010,6,3,0.22,0.36,0.02,0.12,0.72,44,58,8.2,86,43,1,7.8,7.64,7.97,2,0,0,54
394,68,1,2010,8,27,0.19,0.53,0.0,0.0,0.72,50,46,8.3,1467,104,2,8.48,8.47,8.48,2,0,1,42
395,935,1,2012,11,81,0.27,0.36,0.0,0.08,0.71,52,57,8.2,2235,136,2,9.05,9.34,8.76,2,0,1,53
396,140,1,2007,8,27,0.0,0.69,0.0,0.02,0.71,54,56,8.0,1970,81,2,8.34,8.18,8.51,2,0,1,52
397,219,2,2007,0,83,0.18,0.07,0.41,0.04,0.71,22,31,7.3,49,198,3,6.99,7.46,6.53,2,0,0,27
398,121,2,2011,1,22,0.3,0.14,0.2,0.06,0.7,42,61,8.1,372,30,2,8.41,8.93,7.89,2,0,0,57
399,427,2,2008,10,70,0.64,0.0,0.0,0.05,0.7,48,33,8.7,76,315,0,7.97,7.75,8.19,2,0,1,29
400,371,2,2010,8,3,0.18,0.36,0.02,0.13,0.7,28,49,7.4,45,43,3,6.92,7.43,6.42,2,0,0,45
401,593,2,2010,0,88,0.19,0.36,0.01,0.12,0.69,38,49,7.6,120,392,3,7.77,8.37,7.17,2,0,0,45
402,861,2,2011,10,81,0.17,0.39,0.0,0.13,0.69,45,37,7.7,55,4,0,8.39,8.5,8.28,2,0,0,33
403,363,2,2009,9,2,0.34,0.25,0.0,0.1,0.68,44,28,7.3,20,150,3,7.87,7.81,7.93,2,0,0,24
404,369,2,2008,0,68,0.32,0.25,0.0,0.11,0.68,5,27,6.2,45,321,3,6.45,6.91,5.99,2,0,0,23
405,613,1,2011,7,90,0.44,0.16,0.0,0.07,0.67,47,59,7.3,561,384,3,7.69,7.4,7.98,2,0,1,55
406,465,1,2008,7,27,0.0,0.59,0.0,0.08,0.67,52,45,8.6,2386,42,2,8.89,9.12,8.66,2,0,1,41
407,802,3,2014,0,95,0.24,0.31,0.01,0.11,0.67,34,31,7.1,98,358,1,7.88,8.63,7.14,2,0,0,27
408,878,2,2008,0,85,0.35,0.21,0.01,0.1,0.67,30,38,6.0,39,281,2,6.85,6.99,6.72,2,0,0,34
